StockCode,AverageDailyDemand,ReorderPoint,SafetyStock,SuggestedInventory
10002,29.10820895522388,203.75746268656715,58.21641791044776,261.9738805970149
10080,2.0,14.0,4.0,18.0
10109,4.0,28.0,8.0,36.0
10120,13.083333333333334,91.58333333333334,26.166666666666668,117.75000000000001
10125,11.44927536231884,80.14492753623188,22.89855072463768,103.04347826086956
10133,10.988636363636363,76.92045454545455,21.977272727272727,98.89772727272728
10134,11.807692307692308,82.65384615384616,23.615384615384617,106.26923076923077
10135,14.467153284671532,101.27007299270073,28.934306569343065,130.2043795620438
10138,15.4375,108.0625,30.875,138.9375
11001,24.38888888888889,170.72222222222223,48.77777777777778,219.5
15030,7.928571428571429,55.5,15.857142857142858,71.35714285714286
15034,40.333333333333336,282.33333333333337,80.66666666666667,363.00000000000006
15036,60.765822784810126,425.3607594936709,121.53164556962025,546.8924050632911
15039,22.643478260869564,158.50434782608696,45.28695652173913,203.7913043478261
16008,15.6875,109.8125,31.375,141.1875
16010,7.0,49.0,14.0,63.0
16011,30.91304347826087,216.3913043478261,61.82608695652174,278.2173913043478
16012,34.795918367346935,243.57142857142856,69.59183673469387,313.1632653061224
16014,405.73809523809524,2840.1666666666665,811.4761904761905,3651.642857142857
16015,21.69047619047619,151.83333333333331,43.38095238095238,195.2142857142857
16016,24.045454545454547,168.3181818181818,48.09090909090909,216.4090909090909
16033,314.68888888888887,2202.822222222222,629.3777777777777,2832.2
16043,204.4,1430.8,408.8,1839.6
16044,3096.0,21672.0,6192.0,27864.0
16045,100.0,700.0,200.0,900.0
16046,274.6388888888889,1922.4722222222224,549.2777777777778,2471.75
16047,441.2083333333333,3088.458333333333,882.4166666666666,3970.8749999999995
16048,89.86363636363636,629.0454545454545,179.72727272727272,808.7727272727273
16049,132.0,924.0,264.0,1188.0
16050,30.5,213.5,61.0,274.5
16051,312.6666666666667,2188.666666666667,625.3333333333334,2814.0000000000005
16052,22.866666666666667,160.06666666666666,45.733333333333334,205.8
16053,537.25,3760.75,1074.5,4835.25
16054,9.75,68.25,19.5,87.75
16119,38.714285714285715,271.0,77.42857142857143,348.42857142857144
16212,9.891891891891891,69.24324324324324,19.783783783783782,89.02702702702703
16215,2.6666666666666665,18.666666666666664,5.333333333333333,23.999999999999996
16216,21.55263157894737,150.8684210526316,43.10526315789474,193.97368421052633
16218,38.25,267.75,76.5,344.25
16219,15.31578947368421,107.21052631578948,30.63157894736842,137.8421052631579
16225,16.94871794871795,118.64102564102564,33.8974358974359,152.53846153846155
16235,28.862068965517242,202.0344827586207,57.724137931034484,259.7586206896552
16236,15.256756756756756,106.79729729729729,30.513513513513512,137.3108108108108
16237,29.768421052631577,208.37894736842105,59.536842105263155,267.9157894736842
16238,16.885245901639344,118.19672131147541,33.77049180327869,151.9672131147541
16239,26.0,182.0,52.0,234.0
16254,80.0909090909091,560.6363636363636,160.1818181818182,720.8181818181818
16259,87.20833333333333,610.4583333333333,174.41666666666666,784.8749999999999
17001,51.77272727272727,362.40909090909093,103.54545454545455,465.9545454545455
17003,250.86458333333334,1756.0520833333335,501.7291666666667,2257.78125
17021,45.52272727272727,318.65909090909093,91.04545454545455,409.7045454545455
17033,48.220588235294116,337.5441176470588,96.44117647058823,433.985294117647
17038,93.58333333333333,655.0833333333333,187.16666666666666,842.2499999999999
17039,121.36666666666666,849.5666666666666,242.73333333333332,1092.3
17061,52.0,364.0,104.0,468.0
17096,151.79166666666666,1062.5416666666665,303.5833333333333,1366.1249999999998
17174,6.75,47.25,13.5,60.75
17178,5.32,37.24,10.64,47.88
17181,9.516129032258064,66.61290322580645,19.032258064516128,85.64516129032258
18007,144.8684210526316,1014.0789473684212,289.7368421052632,1303.8157894736844
18010,9.333333333333334,65.33333333333334,18.666666666666668,84.00000000000001
20615,4.8125,33.6875,9.625,43.3125
20616,2.8,19.599999999999998,5.6,25.199999999999996
20617,8.041666666666666,56.291666666666664,16.083333333333332,72.375
20618,2.6458333333333335,18.520833333333336,5.291666666666667,23.812500000000004
20619,4.9361702127659575,34.5531914893617,9.872340425531915,44.42553191489362
20620,1.0,7.0,2.0,9.0
20621,6.666666666666667,46.66666666666667,13.333333333333334,60.00000000000001
20622,7.0,49.0,14.0,63.0
20652,18.16949152542373,127.18644067796612,36.33898305084746,163.52542372881356
20653,75.76,530.32,151.52,681.84
20654,3.806451612903226,26.645161290322584,7.612903225806452,34.25806451612904
20655,2.8125,19.6875,5.625,25.3125
20657,32.01960784313726,224.1372549019608,64.03921568627452,288.1764705882353
20658,5.7292817679558015,40.10497237569061,11.458563535911603,51.56353591160221
20659,3.078125,21.546875,6.15625,27.703125
20660,2.5172413793103448,17.620689655172413,5.0344827586206895,22.655172413793103
20661,19.5,136.5,39.0,175.5
20662,34.3,240.09999999999997,68.6,308.69999999999993
20663,86.16666666666667,603.1666666666667,172.33333333333334,775.5000000000001
20664,1.9230769230769231,13.461538461538462,3.8461538461538463,17.307692307692307
20665,5.42948717948718,38.006410256410255,10.85897435897436,48.86538461538461
20666,48.166666666666664,337.16666666666663,96.33333333333333,433.49999999999994
20667,2.5,17.5,5.0,22.5
20668,60.15068493150685,421.05479452054794,120.3013698630137,541.3561643835617
20669,4.575757575757576,32.03030303030303,9.151515151515152,41.18181818181819
20670,41.0,287.0,82.0,369.0
20671,6.841121495327103,47.887850467289724,13.682242990654206,61.570093457943926
20672,5.2727272727272725,36.90909090909091,10.545454545454545,47.45454545454545
20673,2.5,17.5,5.0,22.5
20674,8.082191780821917,56.57534246575342,16.164383561643834,72.73972602739725
20675,10.012539184952978,70.08777429467085,20.025078369905955,90.1128526645768
20676,12.03448275862069,84.24137931034483,24.06896551724138,108.3103448275862
20677,11.408284023668639,79.85798816568047,22.816568047337277,102.67455621301775
20679,12.172972972972973,85.21081081081081,24.345945945945946,109.55675675675676
20680,1.2,8.4,2.4,10.8
20681,4.827309236947791,33.791164658634536,9.654618473895582,43.44578313253012
20682,5.875816993464053,41.130718954248366,11.751633986928105,52.88235294117647
20683,1.0,7.0,2.0,9.0
20684,3.811023622047244,26.677165354330707,7.622047244094488,34.29921259842519
20685,6.02991452991453,42.20940170940171,12.05982905982906,54.269230769230774
20686,3.2244897959183674,22.571428571428573,6.448979591836735,29.02040816326531
20688,51.333333333333336,359.33333333333337,102.66666666666667,462.00000000000006
20689,14.321428571428571,100.25,28.642857142857142,128.89285714285714
20692,7.297520661157025,51.082644628099175,14.59504132231405,65.67768595041322
20693,2.1666666666666665,15.166666666666666,4.333333333333333,19.5
20694,4.8125,33.6875,9.625,43.3125
20695,3.391304347826087,23.73913043478261,6.782608695652174,30.52173913043478
20696,3.7916666666666665,26.541666666666664,7.583333333333333,34.125
20697,2.0,14.0,4.0,18.0
20698,2.4545454545454546,17.181818181818183,4.909090909090909,22.090909090909093
20699,4.891891891891892,34.24324324324324,9.783783783783784,44.027027027027025
20700,34.75,243.25,69.5,312.75
20701,27.6,193.20000000000002,55.2,248.40000000000003
20702,3.1298076923076925,21.908653846153847,6.259615384615385,28.168269230769234
20703,2.7664670658682633,19.365269461077844,5.532934131736527,24.89820359281437
20704,5.36,37.52,10.72,48.24
20705,6.0,42.0,12.0,54.0
20707,32.17142857142857,225.2,64.34285714285714,289.54285714285714
20711,16.753456221198157,117.2741935483871,33.50691244239631,150.78110599078343
20712,17.47629796839729,122.33408577878103,34.95259593679458,157.2866817155756
20713,17.473880597014926,122.31716417910448,34.94776119402985,157.26492537313433
20714,126.08333333333333,882.5833333333333,252.16666666666666,1134.75
20715,400.0,2800.0,800.0,3600.0
20716,7.728571428571429,54.1,15.457142857142857,69.55714285714286
20717,11.86832740213523,83.07829181494661,23.73665480427046,106.81494661921707
20718,16.40650406504065,114.84552845528455,32.8130081300813,147.65853658536585
20719,18.208333333333332,127.45833333333333,36.416666666666664,163.875
20721,1.0,7.0,2.0,9.0
20723,15.100580270793037,105.70406189555126,30.201160541586074,135.90522243713733
20724,16.802547770700638,117.61783439490446,33.605095541401276,151.22292993630575
20725,15.001469507714916,105.01028655400441,30.00293901542983,135.01322556943424
20726,14.705882352941176,102.94117647058823,29.41176470588235,132.35294117647058
20727,14.356719367588934,100.49703557312253,28.713438735177867,129.2104743083004
20728,14.577142857142857,102.03999999999999,29.154285714285713,131.1942857142857
20729,69.04477611940298,483.3134328358209,138.08955223880596,621.4029850746268
20730,40.46341463414634,283.2439024390244,80.92682926829268,364.1707317073171
20731,103.25641025641026,722.7948717948718,206.51282051282053,929.3076923076924
20733,10.59016393442623,74.1311475409836,21.18032786885246,95.31147540983606
20734,20.279411764705884,141.9558823529412,40.55882352941177,182.51470588235296
20735,19.17142857142857,134.2,38.34285714285714,172.54285714285714
20736,15.105263157894736,105.73684210526315,30.210526315789473,135.94736842105263
20738,24.384615384615383,170.69230769230768,48.76923076923077,219.46153846153845
20747,4.366197183098592,30.563380281690144,8.732394366197184,39.29577464788733
20748,3.522727272727273,24.65909090909091,7.045454545454546,31.704545454545457
20749,3.4384615384615387,24.06923076923077,6.876923076923077,30.946153846153848
20750,3.7466918714555764,26.226843100189036,7.493383742911153,33.72022684310019
20751,6.351535836177474,44.46075085324232,12.703071672354948,57.16382252559727
20752,5.963414634146342,41.743902439024396,11.926829268292684,53.67073170731708
20753,4.921052631578948,34.44736842105264,9.842105263157896,44.289473684210535
20754,7.680525164113786,53.7636761487965,15.361050328227572,69.12472647702407
20755,123.25641025641026,862.7948717948718,246.51282051282053,1109.3076923076924
20756,244.43478260869566,1711.0434782608695,488.8695652173913,2199.913043478261
20757,172.16666666666666,1205.1666666666665,344.3333333333333,1549.4999999999998
20758,149.5142857142857,1046.6,299.0285714285714,1345.6285714285714
20759,218.26923076923077,1527.8846153846155,436.53846153846155,1964.4230769230771
20760,132.1951219512195,925.3658536585365,264.390243902439,1189.7560975609754
20761,4.536231884057971,31.753623188405797,9.072463768115941,40.826086956521735
20762,5.015625,35.109375,10.03125,45.140625
20763,5.0,35.0,10.0,45.0
20764,5.348314606741573,37.43820224719101,10.696629213483146,48.13483146067415
20765,4.142857142857143,29.000000000000004,8.285714285714286,37.28571428571429
